Time,Cell Name,Volumen de trafico de voz cursado,Caidas de voz,Tasa de caidas de voz,TRAF_PSINT_HS_ERL,Tasa de caidas de datos,Llamadas de voz originadas en 3G y finalizadas en 2G,Tasa de llamadas de voz originadas en 3G y finalizadas en 2G,Fallos de accesibilidad (HSUPA),Tasa Fallos de accesibilidad (HSUPA),Fallos de accesibilidad (HSDPA),Tasa de Fallos de accesibilidad (HSDPA),Fallos de accesibilidad (Voz),Tasa de Fallos de accesibilidad (Voz),Volumen SHO,Tasa de exito SHO,Volumen IFHO,Tasa de fallos IFHO
2015-08-01 00:00:00 UTC,cellGroup,0.8098411722321606,2232.0,0.5588088758477896,5.284048586265157,0.9576454290789471,24557.0,6.148149446323553,100162.0,3.5763552416214095,97704.0,3.4040706220005545,1189.0,0.33697450866522205,12711715.0,99.8748158340017,1536.0,2.085228275478204
2015-08-02 00:00:00 UTC,cellGroup,0.7259527769931687,2012.0,0.6017214257089367,5.401847074454174,1.0087091202583034,20726.0,6.198448443957963,64963.0,2.4054328524173108,62150.0,2.212255486548864,884.0,0.2960412353272379,12114968.0,99.87974002343861,1259.0,1.8130499272763931
2015-08-03 00:00:00 UTC,cellGroup,1.1378068739770868,2873.0,0.5751245135563634,4.9933403324917425,0.8487285819079513,27019.0,5.408732764281024,36174.0,1.4867802628690252,38282.0,1.4805321478315592,1111.0,0.2535107406085979,12816408.0,99.88144132374234,1729.0,2.1311738096118527
2015-08-04 00:00:00 UTC,cellGroup,1.1244405166588083,2865.0,0.5774230606445372,4.57276143973561,0.9317027136890751,25016.0,5.041820343833766,27731.0,1.1633484094750401,29435.0,1.147653652026337,1074.0,0.24275576514832808,12394937.0,99.89787717342456,1997.0,2.3767867556920295
2015-08-05 00:00:00 UTC,cellGroup,1.1192965127927694,2949.0,0.6139950905377298,4.49451789872726,2.1387790466972536,25039.0,5.213232645633847,83426.0,3.585112888793296,55844.0,2.3772674142054973,-542.0,-0.23260006685297263,11256205.0,99.8546828562674,1514.0,2.6178372583601344
2015-08-06 00:00:00 UTC,cellGroup,1.116183028869993,3109.0,0.6254652262256825,4.679207152473991,1.0173395997705645,29943.0,6.023900054318306,342471.0,12.924103546759003,340747.0,12.783463935623661,1713.0,0.3995989540525713,11677947.0,99.81855984020753,1356.0,2.2379561320988266
2015-08-07 00:00:00 UTC,cellGroup,1.2865390335945373,3496.0,0.5855828693560599,5.237558399728417,1.0411566143856248,34421.0,5.765545751174181,121503.0,4.3373119919822845,120740.0,4.230202182077369,1552.0,0.29859155930308523,13125279.0,99.85710656698869,1849.0,2.15672094433817
2015-08-08 00:00:00 UTC,cellGroup,0.9550331693500298,2762.0,0.5977035373142726,5.605975141621943,1.2356818910636826,28045.0,6.069006409840251,107316.0,3.539098648754868,91664.0,2.928032669329095,1364.0,0.3382860725191894,12958644.0,99.86718432463684,1835.0,1.990972809929909
2015-08-09 00:00:00 UTC,cellGroup,0.7915697674418605,2189.0,0.6046827694415593,5.67112982839727,1.3500194973682242,21115.0,5.832744027756292,94114.0,3.0795917110624904,76289.0,2.4104143209001005,1083.0,0.34128938865198855,12066694.0,99.84194669511218,1450.0,1.9249917026219716
2015-08-10 00:00:00 UTC,cellGroup,1.1698883153507382,2763.0,0.526824580570984,5.291970362364302,0.9435473705862873,28567.0,5.446904738751828,37186.0,1.39954334008896,38607.0,1.3549517143011447,1218.0,0.26377919300322183,12500006.0,99.88070254614166,1667.0,2.362260514680875
2015-08-11 00:00:00 UTC,cellGroup,1.289503813636439,2140.0,0.5107861810856354,5.981842862592543,0.9382677999273117,23273.0,5.554919061871959,27076.0,1.2752380303591382,27951.0,1.2315944181571226,988.0,0.2707812429716405,10135198.0,99.89439097299572,1250.0,1.8576311487591024
2015-08-12 00:00:00 UTC,cellGroup,1.1664710441468253,2843.0,0.5400702490250051,5.41378833912037,0.9243239509092508,27972.0,5.3136985598759905,34891.0,1.2931865967334866,36167.0,1.257670437210412,1090.0,0.24025177618922644,12859625.0,99.88869775361944,1481.0,1.7702605785321541
